source_session_info,R_version,platform,time_zone,package,observed_version
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tidyr,1.3.1
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tidyselect,1.2.1
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,timechange,0.4.0
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tools,4.4.2
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,uuid,1.2-1
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,vctrs,0.6.5
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,withr,3.0.2
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,x86,64-w64-mingw32
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,xml2,1.3.8
sessionInfo_cap3_congelamiento.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,zip,2.3.3
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,R6,2.6.1
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,RColorBrewer,1.1-3
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,cli,3.6.5
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,compiler,4.4.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,data.table,1.18.2.1
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,dplyr,1.1.4
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,farver,2.1.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,generics,0.1.4
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,ggplot2,3.5.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,glue,1.8.0
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,grid,4.4.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,gtable,0.3.6
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,labeling,0.4.3
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,lifecycle,1.0.4
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,magrittr,2.0.3
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,pillar,1.11.0
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,pkgconfig,2.0.3
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,ragg,1.4.0
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,rlang,1.1.6
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,rstudioapi,0.17.1
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,scales,1.4.0
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,systemfonts,1.3.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,textshaping,1.0.1
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tibble,3.3.0
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tidyselect,1.2.1
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,tools,4.4.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,vctrs,0.6.5
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,withr,3.0.2
sessionInfo_cap4.txt,4.4.2 (2024-10-31 ucrt),x86_64-w64-mingw32/x64,America/Bogota,x86,64-w64-mingw32
