zone,date_month,year_month,mean_VV,median_VV,mean_WPD,median_WPD,n_records,zona
4,2017-06-01,2017-06,3.21022373051785,3.11666666666667,36.9195446741373,16.6507483796296,663,Zona 4
4,2017-07-01,2017-07,3.55104559748428,3.48333333333333,43.3641797229658,23.2459766203704,636,Zona 4
4,2017-08-01,2017-08,4.02446492575525,4.36666666666667,57.612250104784,45.7944462962963,651,Zona 4
4,2017-09-01,2017-09,4.45013590844063,4.91666666666667,70.3070404071183,65.3694733796297,699,Zona 4
4,2017-10-01,2017-10,3.73206085753804,4,49.6810833572922,35.2,723,Zona 4
4,2017-11-01,2017-11,3.60657638888888,3.88333333333333,42.1729601851823,32.2089599537037,720,Zona 4
4,2017-12-01,2017-12,3.62543615984405,3.9,41.9053053341012,32.62545,684,Zona 4
4,2018-01-01,2018-01,3.47953405017921,3.8,39.2388013066208,30.1796,744,Zona 4
4,2018-02-01,2018-02,3.84062780269058,4.15,42.6882826371699,39.31035625,669,Zona 4
4,2018-03-01,2018-03,4.03359094982078,4.31666666666667,51.5533177696757,44.2392983796297,744,Zona 4
4,2018-04-01,2018-04,2.99503472222222,2.75,29.4909307626495,11.43828125,720,Zona 4
4,2018-05-01,2018-05,2.94622700762674,2.76666666666667,27.9154133759633,11.647512962963,743,Zona 4
4,2018-06-01,2018-06,3.96831395348837,4.475,55.2428337491925,49.2885822916667,688,Zona 4
4,2018-07-01,2018-07,4.16214893617021,4.51666666666667,64.525584969339,50.6776900462963,705,Zona 4
4,2018-08-01,2018-08,4.37923387096774,4.55833333333333,74.2434201752911,52.0937096064815,744,Zona 4
4,2018-09-01,2018-09,4.33395833333333,4.63333333333333,69.5189483265817,54.7070537037037,720,Zona 4
4,2018-10-01,2018-10,3.71394713261649,3.825,43.6127537756597,30.779615625,744,Zona 4
4,2018-11-01,2018-11,3.12627314814815,3.16666666666667,29.5083365959748,17.4664976851852,720,Zona 4
4,2018-12-01,2018-12,3.65728494623656,3.91666666666667,43.6638810883512,33.0455150462963,744,Zona 4
4,2019-01-01,2019-01,4.00967741935484,4.26666666666667,55.0413505085574,42.719762962963,744,Zona 4
4,2019-02-01,2019-02,3.85994295634921,4.26666666666667,46.8894397574959,42.719762962963,672,Zona 4
4,2019-03-01,2019-03,3.64211067366579,4.04166666666667,35.7131843215558,31.2950703568767,762,Zona 4
4,2019-04-01,2019-04,2.98677939876216,2.9,23.582581251557,11.6732207004904,754,Zona 4
4,2019-05-01,2019-05,3.1994623655914,3.3,33.3096767180406,19.76535,744,Zona 4
4,2019-06-01,2019-06,3.63948611111111,3.68333333333333,44.0098310397608,27.484368287037,720,Zona 4
4,2019-07-01,2019-07,4.12370967741936,4.5,57.467992419773,50.11875,744,Zona 4
4,2019-08-01,2019-08,4.13928763440861,4.2,62.5484953246191,40.7484,744,Zona 4
4,2019-09-01,2019-09,4.53346193415638,4.81666666666667,79.1020787001685,61.4614025462963,648,Zona 4
4,2019-10-01,2019-10,3.60202380952381,3.95,41.1521876982776,33.89643125,742,Zona 4
4,2019-11-01,2019-11,3.19545897079277,3.33333333333333,30.8538712138725,20.3703703703704,719,Zona 4
4,2019-12-01,2019-12,3.51985164580436,3.71666666666667,36.1535325114717,28.2373233796296,719,Zona 4
4,2020-01-01,2020-01,3.81471063257066,4.13333333333333,48.2091942826904,38.8386370370371,743,Zona 4
4,2020-02-01,2020-02,3.87744252873563,4.18333333333333,46.5578053163793,40.2652224537037,696,Zona 4
4,2020-03-01,2020-03,3.74611714156491,4.06666666666667,41.0823509031682,36.9894962962963,737,Zona 4
4,2020-04-01,2020-04,3.27304629629629,3.53333333333333,32.7375331536317,24.261437037037,720,Zona 4
4,2020-05-01,2020-05,3.53844732704403,3.90833333333333,39.9046258741379,32.8354825231481,424,Zona 4
4,2020-06-01,2020-06,,,,,,Zona 4
4,2020-07-01,2020-07,,,,,,Zona 4
4,2020-08-01,2020-08,,,,,,Zona 4
4,2020-09-01,2020-09,,,,,,Zona 4
4,2020-10-01,2020-10,3.4402947845805,3.21666666666667,31.2849307907547,15.8766234060615,441,Zona 4
4,2020-11-01,2020-11,,,,,,Zona 4
4,2020-12-01,2020-12,,,,,,Zona 4
4,2021-01-01,2021-01,,,,,,Zona 4
4,2021-02-01,2021-02,,,,,,Zona 4
4,2021-03-01,2021-03,,,,,,Zona 4
4,2021-04-01,2021-04,,,,,,Zona 4
4,2021-05-01,2021-05,2.59277994791667,2.15833333333333,18.0890892427557,4.80618183587328,512,Zona 4
4,2021-06-01,2021-06,2.55723611111111,2.3,15.196998309388,5.82871736890401,720,Zona 4
4,2021-07-01,2021-07,3.41960125448029,2.99166666666667,32.5619963553076,12.9172691491414,744,Zona 4
4,2021-08-01,2021-08,3.10765019379845,2.8,25.9147316187518,10.5724661077836,688,Zona 4
4,2021-09-01,2021-09,3.24020833333333,3.03333333333333,25.2325035593489,13.3808797062655,720,Zona 4
4,2021-10-01,2021-10,2.44702739726027,2.18333333333333,14.7765581345137,4.98428292344538,730,Zona 4
4,2021-11-01,2021-11,2.21860250391236,1.85,11.3362115244598,3.03976440959608,1065,Zona 4
4,2021-12-01,2021-12,2.6880002354049,2.4,18.5284822149326,6.64363178595972,1416,Zona 4
4,2022-01-01,2022-01,2.50348888888889,2.15,16.3427921708725,4.74885700612028,300,Zona 4
4,2022-02-01,2022-02,2.57770588235294,2.16666666666667,16.8255323396391,4.88471274172003,850,Zona 4
4,2022-03-01,2022-03,2.34666666666667,1.85833333333333,14.467120918303,3.09814758209464,36,Zona 4
4,2022-04-01,2022-04,2.47827606992164,2.14166666666667,14.7430632916017,4.6439285678231,1106,Zona 4
4,2022-05-01,2022-05,2.56733369883041,2.25,16.6603943387325,5.46476152476585,912,Zona 4
4,2022-06-01,2022-06,2.47711513372472,2.21666666666667,14.3841921758312,5.17090740156658,1022,Zona 4
4,2022-07-01,2022-07,3.2,3.2,18.0224,18.0224,1,Zona 4
