zone,zona,variable,diagnostic,lag,value
3,Zona 3,VV,PACF,43,0.0471380582514029
3,Zona 3,VV,PACF,44,-0.00261984922636199
3,Zona 3,VV,PACF,45,0.0256720813995493
3,Zona 3,VV,PACF,46,-0.00385666893309924
3,Zona 3,VV,PACF,47,-0.00636126405052992
3,Zona 3,VV,PACF,48,-0.000639507862495604
3,Zona 3,VV,PACF,49,0.0119875054098665
3,Zona 3,VV,PACF,50,-0.0081817097068153
3,Zona 3,VV,PACF,51,0.0132722524412592
3,Zona 3,VV,PACF,52,-0.0282785301408754
3,Zona 3,VV,PACF,53,-0.00130521273834648
3,Zona 3,VV,PACF,54,-0.0370144299193573
3,Zona 3,VV,PACF,55,-0.0235965665188098
3,Zona 3,VV,PACF,56,-0.0179361416892396
3,Zona 3,VV,PACF,57,-0.0196685871046169
3,Zona 3,VV,PACF,58,-0.0655864222970276
3,Zona 3,VV,PACF,59,-0.000546836144601541
3,Zona 3,VV,PACF,60,-0.0309499310224638
3,Zona 3,WPD,PACF,1,0.694817576485998
3,Zona 3,WPD,PACF,2,0.0329152385669572
3,Zona 3,WPD,PACF,3,0.0482198638213311
3,Zona 3,WPD,PACF,4,-0.0445047600806665
3,Zona 3,WPD,PACF,5,0.131986178238017
3,Zona 3,WPD,PACF,6,0.00198912820820884
3,Zona 3,WPD,PACF,7,0.0417857266978891
3,Zona 3,WPD,PACF,8,-0.00528367381204996
3,Zona 3,WPD,PACF,9,0.0485601453535263
3,Zona 3,WPD,PACF,10,0.0455258819974976
3,Zona 3,WPD,PACF,11,0.00829544465953557
3,Zona 3,WPD,PACF,12,-0.0407793957880453
3,Zona 3,WPD,PACF,13,0.0381937517065013
3,Zona 3,WPD,PACF,14,0.0722002343728875
3,Zona 3,WPD,PACF,15,0.0653339623472488
3,Zona 3,WPD,PACF,16,0.0161946152604989
3,Zona 3,WPD,PACF,17,0.0588260700362968
3,Zona 3,WPD,PACF,18,-0.0309026382837249
3,Zona 3,WPD,PACF,19,0.0476430346809589
3,Zona 3,WPD,PACF,20,-0.0771887619233208
3,Zona 3,WPD,PACF,21,-0.0121802731830548
3,Zona 3,WPD,PACF,22,0.0109442130281737
3,Zona 3,WPD,PACF,23,0.0318068178181024
3,Zona 3,WPD,PACF,24,0.077738138995119
3,Zona 3,WPD,PACF,25,0.0425271162608228
3,Zona 3,WPD,PACF,26,0.0186499941938016
3,Zona 3,WPD,PACF,27,0.0605291637021261
3,Zona 3,WPD,PACF,28,0.01936628022981
3,Zona 3,WPD,PACF,29,0.015730298041679
3,Zona 3,WPD,PACF,30,0.0214918897579529
3,Zona 3,WPD,PACF,31,-0.04644447311433
3,Zona 3,WPD,PACF,32,-0.0121549554326709
3,Zona 3,WPD,PACF,33,-0.0591393424106552
3,Zona 3,WPD,PACF,34,-0.00193229774209983
3,Zona 3,WPD,PACF,35,0.00854571421853393
3,Zona 3,WPD,PACF,36,0.0598863777155574
3,Zona 3,WPD,PACF,37,-0.0112807596741857
3,Zona 3,WPD,PACF,38,0.0102928548389858
3,Zona 3,WPD,PACF,39,0.00399799137238843
3,Zona 3,WPD,PACF,40,-0.00816609101798678
3,Zona 3,WPD,PACF,41,-0.0194856834614215
3,Zona 3,WPD,PACF,42,0.0322266505203459
3,Zona 3,WPD,PACF,43,0.0306020427392089
3,Zona 3,WPD,PACF,44,-0.031013749442342
3,Zona 3,WPD,PACF,45,0.0572262412947304
3,Zona 3,WPD,PACF,46,-0.0142993124765771
3,Zona 3,WPD,PACF,47,-0.0215865008740032
3,Zona 3,WPD,PACF,48,0.0290743695687909
3,Zona 3,WPD,PACF,49,-0.0157754662781701
3,Zona 3,WPD,PACF,50,0.0645951969623595
3,Zona 3,WPD,PACF,51,0.00211292508212496
3,Zona 3,WPD,PACF,52,-0.0195497095107059
3,Zona 3,WPD,PACF,53,0.0263877874597218
3,Zona 3,WPD,PACF,54,-0.0282550817273183
3,Zona 3,WPD,PACF,55,0.0132959857332378
3,Zona 3,WPD,PACF,56,-0.0333601397940131
3,Zona 3,WPD,PACF,57,-0.0569806985624114
3,Zona 3,WPD,PACF,58,0.00111452382994339
3,Zona 3,WPD,PACF,59,-0.0213261696132865
3,Zona 3,WPD,PACF,60,-0.0226275018345573
4,Zona 4,VV,PACF,1,0.528310373214225
4,Zona 4,VV,PACF,2,0.115961006333362
4,Zona 4,VV,PACF,3,0.124843788674931
4,Zona 4,VV,PACF,4,0.0673486885894817
4,Zona 4,VV,PACF,5,0.0734308411793272
4,Zona 4,VV,PACF,6,0.0605439033625569
4,Zona 4,VV,PACF,7,0.0135128378232639
4,Zona 4,VV,PACF,8,-0.0175619674782703
4,Zona 4,VV,PACF,9,-0.0138306581368131
4,Zona 4,VV,PACF,10,0.0748885867237178
4,Zona 4,VV,PACF,11,-0.016590880959226
4,Zona 4,VV,PACF,12,0.0179343796848949
4,Zona 4,VV,PACF,13,0.0478866958794226
4,Zona 4,VV,PACF,14,-0.00988380419704807
4,Zona 4,VV,PACF,15,0.0509492209792564
4,Zona 4,VV,PACF,16,0.0190854417670282
4,Zona 4,VV,PACF,17,0.054684525139695
4,Zona 4,VV,PACF,18,-0.0218548931070969
4,Zona 4,VV,PACF,19,0.0216186181708762
4,Zona 4,VV,PACF,20,-0.0178514808940677
4,Zona 4,VV,PACF,21,0.0340043518389143
4,Zona 4,VV,PACF,22,0.0291095306114617
4,Zona 4,VV,PACF,23,0.0293292960646113
4,Zona 4,VV,PACF,24,0.0260851501257686
4,Zona 4,VV,PACF,25,0.00973982940259886
4,Zona 4,VV,PACF,26,0.0383764739524416
4,Zona 4,VV,PACF,27,0.031693567252907
4,Zona 4,VV,PACF,28,-0.0259096511110901
4,Zona 4,VV,PACF,29,0.0216863132077198
4,Zona 4,VV,PACF,30,-0.00180829788461135
4,Zona 4,VV,PACF,31,-0.00447771369287083
4,Zona 4,VV,PACF,32,-0.0300263952478147
4,Zona 4,VV,PACF,33,0.0221029196964046
4,Zona 4,VV,PACF,34,0.00127511625099108
4,Zona 4,VV,PACF,35,0.0452720681889242
4,Zona 4,VV,PACF,36,-0.0248225809880661
4,Zona 4,VV,PACF,37,0.0155738001937082
4,Zona 4,VV,PACF,38,0.00792315929645804
4,Zona 4,VV,PACF,39,-0.0118033568256661
4,Zona 4,VV,PACF,40,0.00306760617968076
4,Zona 4,VV,PACF,41,0.0420416803374317
4,Zona 4,VV,PACF,42,0.0504607373933986
4,Zona 4,VV,PACF,43,-0.0240537943363969
4,Zona 4,VV,PACF,44,-0.00490402516424673
4,Zona 4,VV,PACF,45,0.0432926012935188
4,Zona 4,VV,PACF,46,-0.0250038646487328
4,Zona 4,VV,PACF,47,0.00247519137303635
4,Zona 4,VV,PACF,48,-0.00154391783845906
4,Zona 4,VV,PACF,49,-0.0537431338409691
4,Zona 4,VV,PACF,50,-0.000740897009699026
4,Zona 4,VV,PACF,51,-0.0341363001495971
4,Zona 4,VV,PACF,52,-0.0328593331230854
4,Zona 4,VV,PACF,53,-0.0191662293232625
4,Zona 4,VV,PACF,54,0.0206192057224392
4,Zona 4,VV,PACF,55,-0.0357120934222544
4,Zona 4,VV,PACF,56,-0.0123105317995801
4,Zona 4,VV,PACF,57,-0.0453349569440568
4,Zona 4,VV,PACF,58,-0.0756062870855551
4,Zona 4,VV,PACF,59,-0.00152941772106695
4,Zona 4,VV,PACF,60,0.00757554902098741
4,Zona 4,WPD,PACF,1,0.674524622327828
4,Zona 4,WPD,PACF,2,0.102480238603349
4,Zona 4,WPD,PACF,3,0.084382286733926
4,Zona 4,WPD,PACF,4,0.0823089282655142
4,Zona 4,WPD,PACF,5,0.0372866162592178
4,Zona 4,WPD,PACF,6,0.07021275668624
4,Zona 4,WPD,PACF,7,-0.00938965799019817
4,Zona 4,WPD,PACF,8,-0.000365008707030135
4,Zona 4,WPD,PACF,9,0.00969371366468739
4,Zona 4,WPD,PACF,10,0.0929311148578007
4,Zona 4,WPD,PACF,11,-0.00504253555456526
4,Zona 4,WPD,PACF,12,0.00928301268107918
4,Zona 4,WPD,PACF,13,0.0467017467836329
4,Zona 4,WPD,PACF,14,-0.0300388804554422
4,Zona 4,WPD,PACF,15,0.062997906454328
4,Zona 4,WPD,PACF,16,0.0198139050164007
4,Zona 4,WPD,PACF,17,0.0376212049416255
4,Zona 4,WPD,PACF,18,-0.0031162852346186
4,Zona 4,WPD,PACF,19,0.0188399039757785
4,Zona 4,WPD,PACF,20,-0.00391621579027873
4,Zona 4,WPD,PACF,21,0.0107338279694503
4,Zona 4,WPD,PACF,22,0.0239505971079467
4,Zona 4,WPD,PACF,23,0.026009811272385
4,Zona 4,WPD,PACF,24,0.0307620850741646
4,Zona 4,WPD,PACF,25,0.025470166664878
4,Zona 4,WPD,PACF,26,0.0357405441729609
4,Zona 4,WPD,PACF,27,0.0537888725751493
4,Zona 4,WPD,PACF,28,-0.0389578878986701
4,Zona 4,WPD,PACF,29,0.0275176630132556
4,Zona 4,WPD,PACF,30,-0.0212135654276277
4,Zona 4,WPD,PACF,31,-0.0103222815035804
4,Zona 4,WPD,PACF,32,-0.0103880231718386
4,Zona 4,WPD,PACF,33,0.030732828569903
4,Zona 4,WPD,PACF,34,0.0204467988647895
4,Zona 4,WPD,PACF,35,0.0160399875483959
